order_id,sku_name,sku_id,quantity,sku_mrp,dist_id,amount,order_date,dist_region,sku_category,order_year,order_month,dist_city,dist_state,dist_size_category
5736,Ethanol 3L Drum,ETH/3L/D,92,1500,AS9648,138000,8/2/2021,East,Ethanol,2021,August,Jorhat ,Assam,small 
5444,Propanol 1L Can,PROP/1L/C,84,1300,MH2345,109200,2/1/2023,West,Propanol,2023,February,Mumbai,Maharashtra,small 
4471,Ethanol 1L Can,ETH/1L/C,79,200,TN2347,15800,7/30/2024,South,Ethanol,2024,July,Chennai,Tamil Nadu,large
7573,Ethanol 1L Can,ETH/1L/C,198,200,PU2675,39600,1/27/2020,North,Ethanol,2020,January,Bhatinda ,Punjab,large
6479,Propanol 3L Drum ,PROP/3L/D,16,1200,AS9648,19200,12/6/2024,East,Propanol,2024,December,Jorhat ,Assam,small 
7797,Propanol 1L Can,PROP/1L/C,57,1300,MH2345,74100,10/14/2022,West,Propanol,2022,October,Mumbai,Maharashtra,small 
5476,Ethanol 1L Bottle,ETH/1L/B,184,100,AS9648,18400,9/29/2021,East,Ethanol,2021,September,Jorhat ,Assam,small 
5969,Propanol 1L Can,PROP/1L/C,13,1300,TN2347,16900,12/31/2023,South,Propanol,2023,December,Chennai,Tamil Nadu,large
5949,Propanol 3L Drum ,PROP/3L/D,177,1200,PU2675,212400,8/9/2022,North,Propanol,2022,August,Bhatinda ,Punjab,large
6154,Ethanol 1L Bottle,ETH/1L/B,198,100,RJ4367,19800,10/26/2024,North,Ethanol,2024,October,Jaipur,Rajasthan,small 
5050,Propanol 1L Bottle,PROP/1L/B,35,3426,MA2350,119910,6/10/2022,West,Propanol,2022,June,Pune,Maharashtra,small 
5606,Butanol 2L Bottle,BUT/2L/B,119,657,TN2347,78183,8/14/2021,South,Butanol,2021,August,Chennai,Tamil Nadu,large
6857,Propanol 1L Bottle,PROP/1L/B,40,3426,WB2346,137040,10/7/2022,East,Propanol,2022,October,Kolkata,West Bengal,large
5050,Propanol 1L Can,PROP/1L/C,172,1300,MH2345,223600,5/5/2024,West,Propanol,2024,May,Mumbai,Maharashtra,small 
4031,Propanol 1L Can,PROP/1L/C,135,1300,RJ4367,175500,7/20/2023,North,Propanol,2023,July,Jaipur,Rajasthan,small 
4863,Butanol 2L Bottle,BUT/2L/B,47,657,WB2346,30879,3/30/2022,East,Butanol,2022,March,Kolkata,West Bengal,large
4997,Ethanol 1L Can,ETH/1L/C,109,200,PU2675,21800,9/18/2020,North,Ethanol,2020,September,Bhatinda ,Punjab,large
6346,Propanol 1L Bottle,PROP/1L/B,103,3426,RJ4367,352878,4/25/2024,North,Propanol,2024,April,Jaipur,Rajasthan,small 
4257,Propanol 1L Bottle,PROP/1L/B,157,3426,PU2675,537882,4/1/2024,North,Propanol,2024,April,Bhatinda ,Punjab,large
6830,Ethanol 3L Drum,ETH/3L/D,31,1500,TN2347,46500,5/27/2022,South,Ethanol,2022,May,Chennai,Tamil Nadu,large
5891,Propanol 3L Drum ,PROP/3L/D,58,1200,AS9648,69600,9/9/2020,East,Propanol,2020,September,Jorhat ,Assam,small 
5737,Butanol 2L Bottle,BUT/2L/B,128,657,MH2345,84096,7/25/2023,West,Butanol,2023,July,Mumbai,Maharashtra,small 
7262,Propanol 3L Drum ,PROP/3L/D,145,1200,TL2348,174000,10/1/2023,South,Propanol,2023,October,Hyderabad,Telangana,small 
5870,Propanol 1L Bottle,PROP/1L/B,112,3426,TN2347,383712,3/14/2020,South,Propanol,2020,March,Chennai,Tamil Nadu,large
6884,Propanol 3L Drum ,PROP/3L/D,149,1200,TL2348,178800,1/28/2020,South,Propanol,2020,January,Hyderabad,Telangana,small 
6055,Ethanol 3L Drum,ETH/3L/D,62,1500,TL2348,93000,9/12/2024,South,Ethanol,2024,September,Hyderabad,Telangana,small 
7320,Ethanol 1L Can,ETH/1L/C,23,200,MA2350,4600,10/1/2020,West,Ethanol,2020,October,Pune,Maharashtra,small 
5728,Propanol 1L Bottle,PROP/1L/B,75,3426,MA2350,256950,11/17/2023,West,Propanol,2023,November,Pune,Maharashtra,small 
6652,Butanol 2L Bottle,BUT/2L/B,112,657,TN2347,73584,1/6/2024,South,Butanol,2024,January,Chennai,Tamil Nadu,large
6698,Ethanol 1L Bottle,ETH/1L/B,34,100,RJ4367,3400,8/7/2021,North,Ethanol,2021,August,Jaipur,Rajasthan,small 
6274,Propanol 1L Can,PROP/1L/C,168,1300,AS9648,218400,8/28/2024,East,Propanol,2024,August,Jorhat ,Assam,small 
7080,Ethanol 1L Can,ETH/1L/C,103,200,PU2675,20600,11/10/2024,North,Ethanol,2024,November,Bhatinda ,Punjab,large
5324,Propanol 3L Drum ,PROP/3L/D,46,1200,AS9648,55200,12/4/2020,East,Propanol,2020,December,Jorhat ,Assam,small 
7066,Propanol 1L Can,PROP/1L/C,41,1300,WB2346,53300,8/8/2024,East,Propanol,2024,August,Kolkata,West Bengal,large
7952,Ethanol 3L Drum,ETH/3L/D,132,1500,MA2350,198000,7/7/2022,West,Ethanol,2022,July,Pune,Maharashtra,small 
5406,Ethanol 1L Bottle,ETH/1L/B,51,100,WB2346,5100,11/26/2022,East,Ethanol,2022,November,Kolkata,West Bengal,large
4921,Ethanol 1L Bottle,ETH/1L/B,162,100,PU2675,16200,3/20/2021,North,Ethanol,2021,March,Bhatinda ,Punjab,large
5393,Propanol 3L Drum ,PROP/3L/D,30,1200,WB2346,36000,3/5/2023,East,Propanol,2023,March,Kolkata,West Bengal,large
4570,Ethanol 3L Drum,ETH/3L/D,19,1500,WB2346,28500,5/22/2021,East,Ethanol,2021,May,Kolkata,West Bengal,large
7710,Propanol 3L Drum ,PROP/3L/D,19,1200,KA2349,22800,11/1/2020,South,Propanol,2020,November,Bangalore,Karnataka,large
5688,Ethanol 1L Can,ETH/1L/C,127,200,PU2675,25400,6/6/2020,North,Ethanol,2020,June,Bhatinda ,Punjab,large
7155,Butanol 2L Bottle,BUT/2L/B,153,657,AS9648,100521,1/29/2021,East,Butanol,2021,January,Jorhat ,Assam,small 
7241,Propanol 1L Bottle,PROP/1L/B,78,3426,TL2348,267228,3/28/2023,South,Propanol,2023,March,Hyderabad,Telangana,small 
5827,Propanol 1L Can,PROP/1L/C,148,1300,KA2349,192400,12/20/2020,South,Propanol,2020,December,Bangalore,Karnataka,large
5102,Propanol 1L Can,PROP/1L/C,148,1300,AS9648,192400,5/29/2020,East,Propanol,2020,May,Jorhat ,Assam,small 
5254,Ethanol 1L Can,ETH/1L/C,65,200,PU2675,13000,2/26/2022,North,Ethanol,2022,February,Bhatinda ,Punjab,large
7393,Ethanol 1L Bottle,ETH/1L/B,74,100,TN2347,7400,2/19/2021,South,Ethanol,2021,February,Chennai,Tamil Nadu,large
5135,Ethanol 1L Can,ETH/1L/C,22,200,WB2346,4400,9/6/2021,East,Ethanol,2021,September,Kolkata,West Bengal,large
5699,Butanol 2L Bottle,BUT/2L/B,28,657,MA2350,18396,1/24/2022,West,Butanol,2022,January,Pune,Maharashtra,small 
4912,Propanol 1L Bottle,PROP/1L/B,85,3426,TN2347,291210,6/23/2022,South,Propanol,2022,June,Chennai,Tamil Nadu,large
6610,Ethanol 3L Drum,ETH/3L/D,104,1500,WB2346,156000,4/24/2023,East,Ethanol,2023,April,Kolkata,West Bengal,large
7739,Butanol 2L Bottle,BUT/2L/B,99,657,PU2675,65043,1/2/2020,North,Butanol,2020,January,Bhatinda ,Punjab,large
7096,Ethanol 1L Bottle,ETH/1L/B,15,100,PU2675,1500,6/13/2020,North,Ethanol,2020,June,Bhatinda ,Punjab,large
7189,Propanol 1L Can,PROP/1L/C,150,1300,KA2349,195000,3/19/2020,South,Propanol,2020,March,Bangalore,Karnataka,large
4859,Propanol 3L Drum ,PROP/3L/D,69,1200,TN2347,82800,11/15/2024,South,Propanol,2024,November,Chennai,Tamil Nadu,large
4035,Ethanol 1L Can,ETH/1L/C,82,200,AS9648,16400,2/13/2024,East,Ethanol,2024,February,Jorhat ,Assam,small 
6834,Propanol 3L Drum ,PROP/3L/D,86,1200,RJ4367,103200,12/3/2021,North,Propanol,2021,December,Jaipur,Rajasthan,small 
6487,Propanol 3L Drum ,PROP/3L/D,160,1200,TL2348,192000,8/19/2020,South,Propanol,2020,August,Hyderabad,Telangana,small 
4569,Ethanol 1L Can,ETH/1L/C,127,200,KA2349,25400,11/10/2021,South,Ethanol,2021,November,Bangalore,Karnataka,large
5936,Propanol 3L Drum ,PROP/3L/D,96,1200,WB2346,115200,5/26/2022,East,Propanol,2022,May,Kolkata,West Bengal,large
6810,Propanol 1L Can,PROP/1L/C,80,1300,AS9648,104000,7/12/2020,East,Propanol,2020,July,Jorhat ,Assam,small 
4146,Ethanol 3L Drum,ETH/3L/D,61,1500,AS9648,91500,2/26/2023,East,Ethanol,2023,February,Jorhat ,Assam,small 
5370,Butanol 2L Bottle,BUT/2L/B,22,657,MH2345,14454,1/14/2024,West,Butanol,2024,January,Mumbai,Maharashtra,small 
7060,Ethanol 3L Drum,ETH/3L/D,86,1500,AS9648,129000,3/23/2024,East,Ethanol,2024,March,Jorhat ,Assam,small 
4104,Propanol 1L Can,PROP/1L/C,33,1300,PU2675,42900,10/22/2021,North,Propanol,2021,October,Bhatinda ,Punjab,large
4577,Propanol 3L Drum ,PROP/3L/D,61,1200,MH2345,73200,5/24/2022,West,Propanol,2022,May,Mumbai,Maharashtra,small 
7927,Propanol 1L Bottle,PROP/1L/B,190,3426,TL2348,650940,4/24/2023,South,Propanol,2023,April,Hyderabad,Telangana,small 
4398,Ethanol 3L Drum,ETH/3L/D,15,1500,KA2349,22500,6/12/2021,South,Ethanol,2021,June,Bangalore,Karnataka,large
4080,Butanol 2L Bottle,BUT/2L/B,82,657,PU2675,53874,12/17/2024,North,Butanol,2024,December,Bhatinda ,Punjab,large
4366,Propanol 1L Bottle,PROP/1L/B,99,3426,TN2347,339174,9/2/2020,South,Propanol,2020,September,Chennai,Tamil Nadu,large
5448,Propanol 1L Bottle,PROP/1L/B,175,3426,PU2675,599550,4/13/2022,North,Propanol,2022,April,Bhatinda ,Punjab,large
6273,Ethanol 1L Bottle,ETH/1L/B,86,100,AS9648,8600,4/27/2022,East,Ethanol,2022,April,Jorhat ,Assam,small 
7490,Ethanol 1L Can,ETH/1L/C,56,200,TL2348,11200,9/29/2020,South,Ethanol,2020,September,Hyderabad,Telangana,small 
6110,Ethanol 3L Drum,ETH/3L/D,90,1500,KA2349,135000,11/3/2024,South,Ethanol,2024,November,Bangalore,Karnataka,large
4939,Propanol 1L Bottle,PROP/1L/B,97,3426,KA2349,332322,10/4/2022,South,Propanol,2022,October,Bangalore,Karnataka,large
6325,Propanol 1L Bottle,PROP/1L/B,146,3426,MH2345,500196,12/9/2023,West,Propanol,2023,December,Mumbai,Maharashtra,small 
5541,Ethanol 1L Can,ETH/1L/C,178,200,TN2347,35600,7/18/2023,South,Ethanol,2023,July,Chennai,Tamil Nadu,large
5046,Butanol 2L Bottle,BUT/2L/B,163,657,PU2675,107091,6/27/2022,North,Butanol,2022,June,Bhatinda ,Punjab,large
7945,Propanol 1L Bottle,PROP/1L/B,43,3426,PU2675,147318,11/24/2022,North,Propanol,2022,November,Bhatinda ,Punjab,large
4266,Ethanol 1L Bottle,ETH/1L/B,54,100,MH2345,5400,3/23/2020,West,Ethanol,2020,March,Mumbai,Maharashtra,small 
6796,Propanol 3L Drum ,PROP/3L/D,123,1200,PU2675,147600,2/12/2022,North,Propanol,2022,February,Bhatinda ,Punjab,large
4106,Ethanol 1L Bottle,ETH/1L/B,139,100,WB2346,13900,11/26/2022,East,Ethanol,2022,November,Kolkata,West Bengal,large
5939,Ethanol 1L Can,ETH/1L/C,193,200,KA2349,38600,5/1/2021,South,Ethanol,2021,May,Bangalore,Karnataka,large
5612,Propanol 1L Bottle,PROP/1L/B,197,3426,MH2345,674922,7/27/2024,West,Propanol,2024,July,Mumbai,Maharashtra,small 
7687,Ethanol 1L Bottle,ETH/1L/B,140,100,PU2675,14000,9/12/2020,North,Ethanol,2020,September,Bhatinda ,Punjab,large
4286,Propanol 1L Bottle,PROP/1L/B,114,3426,MA2350,390564,8/9/2022,West,Propanol,2022,August,Pune,Maharashtra,small 
4139,Propanol 1L Can,PROP/1L/C,155,1300,PU2675,201500,4/19/2021,North,Propanol,2021,April,Bhatinda ,Punjab,large
5030,Butanol 2L Bottle,BUT/2L/B,62,657,PU2675,40734,1/1/2023,North,Butanol,2023,January,Bhatinda ,Punjab,large
5320,Butanol 2L Bottle,BUT/2L/B,102,657,WB2346,67014,1/8/2023,East,Butanol,2023,January,Kolkata,West Bengal,large
5501,Propanol 1L Bottle,PROP/1L/B,173,3426,KA2349,592698,11/26/2020,South,Propanol,2020,November,Bangalore,Karnataka,large
6519,Propanol 1L Can,PROP/1L/C,200,1300,MA2350,260000,6/9/2020,West,Propanol,2020,June,Pune,Maharashtra,small 
6504,Butanol 2L Bottle,BUT/2L/B,27,657,WB2346,17739,9/3/2020,East,Butanol,2020,September,Kolkata,West Bengal,large
6633,Propanol 1L Bottle,PROP/1L/B,41,3426,KA2349,140466,2/18/2021,South,Propanol,2021,February,Bangalore,Karnataka,large
7702,Ethanol 1L Bottle,ETH/1L/B,142,100,TL2348,14200,8/24/2023,South,Ethanol,2023,August,Hyderabad,Telangana,small 
7701,Ethanol 1L Can,ETH/1L/C,42,200,MH2345,8400,2/6/2022,West,Ethanol,2022,February,Mumbai,Maharashtra,small 
4264,Ethanol 1L Can,ETH/1L/C,105,200,WB2346,21000,2/12/2021,East,Ethanol,2021,February,Kolkata,West Bengal,large
6611,Propanol 3L Drum ,PROP/3L/D,114,1200,TL2348,136800,3/26/2020,South,Propanol,2020,March,Hyderabad,Telangana,small 
7673,Ethanol 1L Can,ETH/1L/C,41,200,AS9648,8200,3/18/2024,East,Ethanol,2024,March,Jorhat ,Assam,small 
5956,Propanol 3L Drum ,PROP/3L/D,145,1200,WB2346,174000,8/25/2020,East,Propanol,2020,August,Kolkata,West Bengal,large
7090,Propanol 1L Can,PROP/1L/C,170,1300,MH2345,221000,12/6/2023,West,Propanol,2023,December,Mumbai,Maharashtra,small 
7185,Butanol 2L Bottle,BUT/2L/B,125,657,WB2346,82125,5/4/2023,East,Butanol,2023,May,Kolkata,West Bengal,large
6121,Propanol 1L Bottle,PROP/1L/B,121,3426,MA2350,414546,4/8/2021,West,Propanol,2021,April,Pune,Maharashtra,small 
6146,Propanol 1L Bottle,PROP/1L/B,143,3426,MH2345,489918,8/16/2023,West,Propanol,2023,August,Mumbai,Maharashtra,small 
4935,Ethanol 3L Drum,ETH/3L/D,118,1500,PU2675,177000,9/11/2022,North,Ethanol,2022,September,Bhatinda ,Punjab,large
5986,Propanol 1L Bottle,PROP/1L/B,58,3426,AS9648,198708,9/19/2023,East,Propanol,2023,September,Jorhat ,Assam,small 
4148,Propanol 3L Drum ,PROP/3L/D,90,1200,KA2349,108000,10/9/2024,South,Propanol,2024,October,Bangalore,Karnataka,large
7127,Ethanol 1L Bottle,ETH/1L/B,156,100,MA2350,15600,10/16/2022,West,Ethanol,2022,October,Pune,Maharashtra,small 
7872,Ethanol 3L Drum,ETH/3L/D,57,1500,RJ4367,85500,1/31/2023,North,Ethanol,2023,January,Jaipur,Rajasthan,small 
7558,Ethanol 3L Drum,ETH/3L/D,133,1500,AS9648,199500,11/19/2024,East,Ethanol,2024,November,Jorhat ,Assam,small 
7305,Propanol 3L Drum ,PROP/3L/D,137,1200,MH2345,164400,8/27/2021,West,Propanol,2021,August,Mumbai,Maharashtra,small 
6410,Propanol 3L Drum ,PROP/3L/D,151,1200,TL2348,181200,12/17/2023,South,Propanol,2023,December,Hyderabad,Telangana,small 
7488,Propanol 3L Drum ,PROP/3L/D,51,1200,TL2348,61200,10/13/2020,South,Propanol,2020,October,Hyderabad,Telangana,small 
5867,Propanol 1L Bottle,PROP/1L/B,141,3426,PU2675,483066,7/25/2024,North,Propanol,2024,July,Bhatinda ,Punjab,large
5197,Propanol 1L Can,PROP/1L/C,22,1300,MH2345,28600,8/30/2024,West,Propanol,2024,August,Mumbai,Maharashtra,small 
7525,Ethanol 1L Bottle,ETH/1L/B,88,100,WB2346,8800,10/1/2020,East,Ethanol,2020,October,Kolkata,West Bengal,large
6036,Propanol 3L Drum ,PROP/3L/D,106,1200,TN2347,127200,11/3/2020,South,Propanol,2020,November,Chennai,Tamil Nadu,large
4066,Ethanol 1L Can,ETH/1L/C,191,200,WB2346,38200,10/4/2023,East,Ethanol,2023,October,Kolkata,West Bengal,large
7352,Butanol 2L Bottle,BUT/2L/B,79,657,MH2345,51903,8/26/2024,West,Butanol,2024,August,Mumbai,Maharashtra,small 
5746,Butanol 2L Bottle,BUT/2L/B,83,657,AS9648,54531,2/19/2023,East,Butanol,2023,February,Jorhat ,Assam,small 
5309,Propanol 1L Can,PROP/1L/C,186,1300,TL2348,241800,3/22/2024,South,Propanol,2024,March,Hyderabad,Telangana,small 
4497,Butanol 2L Bottle,BUT/2L/B,118,657,AS9648,77526,3/6/2024,East,Butanol,2024,March,Jorhat ,Assam,small 
7609,Propanol 1L Bottle,PROP/1L/B,68,3426,AS9648,232968,12/8/2023,East,Propanol,2023,December,Jorhat ,Assam,small 
6740,Propanol 1L Bottle,PROP/1L/B,197,3426,PU2675,674922,2/9/2022,North,Propanol,2022,February,Bhatinda ,Punjab,large
7031,Ethanol 3L Drum,ETH/3L/D,100,1500,KA2349,150000,1/22/2021,South,Ethanol,2021,January,Bangalore,Karnataka,large
7153,Butanol 2L Bottle,BUT/2L/B,42,657,TN2347,27594,5/31/2020,South,Butanol,2020,May,Chennai,Tamil Nadu,large
5055,Propanol 1L Bottle,PROP/1L/B,40,3426,PU2675,137040,12/11/2023,North,Propanol,2023,December,Bhatinda ,Punjab,large
4431,Ethanol 3L Drum,ETH/3L/D,132,1500,WB2346,198000,1/4/2022,East,Ethanol,2022,January,Kolkata,West Bengal,large
6032,Butanol 2L Bottle,BUT/2L/B,173,657,RJ4367,113661,2/13/2022,North,Butanol,2022,February,Jaipur,Rajasthan,small 
7904,Propanol 1L Bottle,PROP/1L/B,22,3426,MH2345,75372,9/7/2021,West,Propanol,2021,September,Mumbai,Maharashtra,small 
7440,Butanol 2L Bottle,BUT/2L/B,111,657,TN2347,72927,11/13/2024,South,Butanol,2024,November,Chennai,Tamil Nadu,large
4205,Butanol 2L Bottle,BUT/2L/B,42,657,TL2348,27594,6/30/2022,South,Butanol,2022,June,Hyderabad,Telangana,small 
7032,Propanol 1L Can,PROP/1L/C,95,1300,PU2675,123500,12/31/2022,North,Propanol,2022,December,Bhatinda ,Punjab,large
5556,Ethanol 3L Drum,ETH/3L/D,173,1500,MA2350,259500,11/21/2023,West,Ethanol,2023,November,Pune,Maharashtra,small 
6752,Butanol 2L Bottle,BUT/2L/B,100,657,PU2675,65700,2/8/2021,North,Butanol,2021,February,Bhatinda ,Punjab,large
6836,Propanol 1L Bottle,PROP/1L/B,112,3426,KA2349,383712,11/24/2021,South,Propanol,2021,November,Bangalore,Karnataka,large
4890,Propanol 3L Drum ,PROP/3L/D,17,1200,WB2346,20400,10/1/2021,East,Propanol,2021,October,Kolkata,West Bengal,large
7516,Propanol 1L Can,PROP/1L/C,190,1300,PU2675,247000,9/24/2020,North,Propanol,2020,September,Bhatinda ,Punjab,large
6188,Propanol 1L Bottle,PROP/1L/B,140,3426,AS9648,479640,10/5/2024,East,Propanol,2024,October,Jorhat ,Assam,small 
4785,Propanol 1L Can,PROP/1L/C,137,1300,RJ4367,178100,9/30/2021,North,Propanol,2021,September,Jaipur,Rajasthan,small 
7070,Propanol 3L Drum ,PROP/3L/D,110,1200,WB2346,132000,1/27/2021,East,Propanol,2021,January,Kolkata,West Bengal,large
6596,Ethanol 1L Bottle,ETH/1L/B,108,100,RJ4367,10800,2/5/2021,North,Ethanol,2021,February,Jaipur,Rajasthan,small 
7286,Ethanol 1L Bottle,ETH/1L/B,21,100,MH2345,2100,8/11/2021,West,Ethanol,2021,August,Mumbai,Maharashtra,small 
5804,Propanol 1L Bottle,PROP/1L/B,77,3426,TL2348,263802,8/22/2023,South,Propanol,2023,August,Hyderabad,Telangana,small 
5050,Butanol 2L Bottle,BUT/2L/B,90,657,KA2349,59130,10/15/2020,South,Butanol,2020,October,Bangalore,Karnataka,large
5314,Ethanol 1L Can,ETH/1L/C,157,200,TL2348,31400,6/17/2024,South,Ethanol,2024,June,Hyderabad,Telangana,small 
4347,Propanol 1L Bottle,PROP/1L/B,189,3426,MH2345,647514,7/5/2020,West,Propanol,2020,July,Mumbai,Maharashtra,small 
4858,Ethanol 3L Drum,ETH/3L/D,104,1500,KA2349,156000,3/2/2022,South,Ethanol,2022,March,Bangalore,Karnataka,large
5559,Ethanol 1L Can,ETH/1L/C,185,200,WB2346,37000,7/1/2023,East,Ethanol,2023,July,Kolkata,West Bengal,large
4528,Propanol 1L Bottle,PROP/1L/B,98,3426,AS9648,335748,5/6/2024,East,Propanol,2024,May,Jorhat ,Assam,small 
4920,Ethanol 1L Can,ETH/1L/C,183,200,MH2345,36600,10/20/2020,West,Ethanol,2020,October,Mumbai,Maharashtra,small 
6614,Propanol 1L Bottle,PROP/1L/B,54,3426,RJ4367,185004,3/22/2020,North,Propanol,2020,March,Jaipur,Rajasthan,small 
5757,Propanol 1L Bottle,PROP/1L/B,197,3426,TN2347,674922,10/23/2023,South,Propanol,2023,October,Chennai,Tamil Nadu,large
7931,Butanol 2L Bottle,BUT/2L/B,104,657,TN2347,68328,6/23/2024,South,Butanol,2024,June,Chennai,Tamil Nadu,large
6858,Propanol 1L Bottle,PROP/1L/B,183,3426,WB2346,626958,11/16/2021,East,Propanol,2021,November,Kolkata,West Bengal,large
6658,Butanol 2L Bottle,BUT/2L/B,121,657,WB2346,79497,8/22/2020,East,Butanol,2020,August,Kolkata,West Bengal,large
5854,Propanol 1L Bottle,PROP/1L/B,82,3426,MA2350,280932,12/25/2022,West,Propanol,2022,December,Pune,Maharashtra,small 
5240,Ethanol 1L Can,ETH/1L/C,70,200,PU2675,14000,7/14/2024,North,Ethanol,2024,July,Bhatinda ,Punjab,large
5461,Propanol 1L Bottle,PROP/1L/B,115,3426,KA2349,393990,9/13/2024,South,Propanol,2024,September,Bangalore,Karnataka,large
6227,Propanol 3L Drum ,PROP/3L/D,150,1200,PU2675,180000,3/8/2023,North,Propanol,2023,March,Bhatinda ,Punjab,large
7207,Ethanol 1L Can,ETH/1L/C,67,200,PU2675,13400,5/28/2020,North,Ethanol,2020,May,Bhatinda ,Punjab,large
6381,Propanol 1L Can,PROP/1L/C,143,1300,TN2347,185900,6/28/2023,South,Propanol,2023,June,Chennai,Tamil Nadu,large
6452,Propanol 3L Drum ,PROP/3L/D,80,1200,MH2345,96000,12/29/2024,West,Propanol,2024,December,Mumbai,Maharashtra,small 
4646,Ethanol 1L Can,ETH/1L/C,45,200,MA2350,9000,3/14/2023,West,Ethanol,2023,March,Pune,Maharashtra,small 
6210,Ethanol 1L Bottle,ETH/1L/B,53,100,AS9648,5300,8/19/2024,East,Ethanol,2024,August,Jorhat ,Assam,small 
6130,Ethanol 1L Bottle,ETH/1L/B,118,100,RJ4367,11800,2/19/2021,North,Ethanol,2021,February,Jaipur,Rajasthan,small 
4229,Propanol 1L Can,PROP/1L/C,195,1300,WB2346,253500,5/2/2020,East,Propanol,2020,May,Kolkata,West Bengal,large
6050,Propanol 3L Drum ,PROP/3L/D,175,1200,RJ4367,210000,2/27/2023,North,Propanol,2023,February,Jaipur,Rajasthan,small 
6056,Propanol 1L Bottle,PROP/1L/B,166,3426,PU2675,568716,9/25/2023,North,Propanol,2023,September,Bhatinda ,Punjab,large
5999,Ethanol 3L Drum,ETH/3L/D,55,1500,KA2349,82500,5/1/2024,South,Ethanol,2024,May,Bangalore,Karnataka,large
4793,Propanol 1L Can,PROP/1L/C,194,1300,MH2345,252200,1/11/2024,West,Propanol,2024,January,Mumbai,Maharashtra,small 
5052,Propanol 1L Bottle,PROP/1L/B,26,3426,WB2346,89076,2/12/2024,East,Propanol,2024,February,Kolkata,West Bengal,large
4867,Propanol 3L Drum ,PROP/3L/D,80,1200,PU2675,96000,7/12/2024,North,Propanol,2024,July,Bhatinda ,Punjab,large
5135,Ethanol 3L Drum,ETH/3L/D,95,1500,AS9648,142500,2/7/2021,East,Ethanol,2021,February,Jorhat ,Assam,small 
7691,Ethanol 3L Drum,ETH/3L/D,150,1500,TL2348,225000,4/1/2023,South,Ethanol,2023,April,Hyderabad,Telangana,small 
4483,Propanol 3L Drum ,PROP/3L/D,129,1200,MH2345,154800,9/30/2020,West,Propanol,2020,September,Mumbai,Maharashtra,small 
4471,Ethanol 1L Bottle,ETH/1L/B,94,100,MA2350,9400,11/4/2024,West,Ethanol,2024,November,Pune,Maharashtra,small 
7514,Ethanol 3L Drum,ETH/3L/D,77,1500,WB2346,115500,1/11/2024,East,Ethanol,2024,January,Kolkata,West Bengal,large
6665,Propanol 1L Can,PROP/1L/C,14,1300,TL2348,18200,6/22/2024,South,Propanol,2024,June,Hyderabad,Telangana,small 
7174,Ethanol 1L Bottle,ETH/1L/B,19,100,KA2349,1900,7/17/2021,South,Ethanol,2021,July,Bangalore,Karnataka,large
6560,Ethanol 3L Drum,ETH/3L/D,93,1500,WB2346,139500,9/27/2020,East,Ethanol,2020,September,Kolkata,West Bengal,large
6384,Propanol 1L Bottle,PROP/1L/B,180,3426,MA2350,616680,6/3/2022,West,Propanol,2022,June,Pune,Maharashtra,small 
6971,Ethanol 1L Can,ETH/1L/C,145,200,MA2350,29000,12/17/2021,West,Ethanol,2021,December,Pune,Maharashtra,small 
4922,Ethanol 1L Bottle,ETH/1L/B,57,100,MA2350,5700,9/1/2022,West,Ethanol,2022,September,Pune,Maharashtra,small 
7152,Ethanol 3L Drum,ETH/3L/D,131,1500,MA2350,196500,4/4/2020,West,Ethanol,2020,April,Pune,Maharashtra,small 
4251,Butanol 2L Bottle,BUT/2L/B,101,657,AS9648,66357,2/2/2024,East,Butanol,2024,February,Jorhat ,Assam,small 
7782,Propanol 3L Drum ,PROP/3L/D,121,1200,TL2348,145200,5/23/2024,South,Propanol,2024,May,Hyderabad,Telangana,small 
6950,Propanol 1L Can,PROP/1L/C,168,1300,AS9648,218400,5/14/2021,East,Propanol,2021,May,Jorhat ,Assam,small 
4194,Ethanol 1L Can,ETH/1L/C,35,200,TL2348,7000,9/18/2022,South,Ethanol,2022,September,Hyderabad,Telangana,small 
5840,Ethanol 1L Bottle,ETH/1L/B,134,100,AS9648,13400,2/3/2023,East,Ethanol,2023,February,Jorhat ,Assam,small 
7474,Propanol 1L Can,PROP/1L/C,174,1300,WB2346,226200,1/27/2024,East,Propanol,2024,January,Kolkata,West Bengal,large
6072,Ethanol 3L Drum,ETH/3L/D,59,1500,PU2675,88500,1/14/2023,North,Ethanol,2023,January,Bhatinda ,Punjab,large
7897,Propanol 1L Can,PROP/1L/C,76,1300,PU2675,98800,10/9/2023,North,Propanol,2023,October,Bhatinda ,Punjab,large
7224,Propanol 3L Drum ,PROP/3L/D,84,1200,TL2348,100800,5/4/2022,South,Propanol,2022,May,Hyderabad,Telangana,small 
7945,Ethanol 1L Bottle,ETH/1L/B,178,100,MA2350,17800,10/11/2024,West,Ethanol,2024,October,Pune,Maharashtra,small 
4019,Ethanol 1L Bottle,ETH/1L/B,197,100,RJ4367,19700,11/6/2022,North,Ethanol,2022,November,Jaipur,Rajasthan,small 
6423,Propanol 1L Can,PROP/1L/C,89,1300,TL2348,115700,12/2/2020,South,Propanol,2020,December,Hyderabad,Telangana,small 
4244,Propanol 1L Can,PROP/1L/C,161,1300,KA2349,209300,7/6/2021,South,Propanol,2021,July,Bangalore,Karnataka,large
